GeneID	KO_ID
Sco07g01660.1	Belongs to the small GTPase superfamily. Arf family
Sco13g14790.1	MYC binding protein 2
Sco15g03070.1	metallocarboxypeptidase activity
Sco13g02960.1	transporter activity
Sco14g00760.1	Helix-turn-helix of DDE superfamily endonuclease
Sco01g06670.1	o-succinylbenzoate-CoA ligase activity
Sco17g03070.1	Uncharacterised protein family (UPF0193)
Sco16g08450.1	MAP kinase activity. It is involved in the biological process described with protein phosphorylation
Sco18g09320.1	-
Sco05g03190.1	response to axon injury
Sco14g15040.1	Calcium-binding protein
Sco02g09290.1	-
Sco17g08960.1	Tigger transposable
Sco12g03690.1	mitotic cytokinesis
Sco03g03430.1	iron-sulfur cluster assembly
Sco14g10300.1	7 transmembrane receptor (rhodopsin family)
Sco12g07980.1	protein serine threonine kinase activity. It is involved in the biological process described with protein phosphorylation
Sco17g04300.1	Necessary for the splicing of pre-mRNA
Sco19g14120.1	interferon-beta production
Sco16g01780.1	glutamate reuptake
Sco05g10130.1	THO complex subunit
Sco15g13330.1	Helix-turn-helix of DDE superfamily endonuclease
Sco04g03810.1	Interferon
Sco04g03810.1	 alpha-inducible protein
Sco13g01100.1	Multidrug resistance-associated protein
Sco06g03750.1	GTP binding
Sco04g08100.1	structural constituent of cuticle
Sco17g13870.1	DBH-like monooxygenase protein 1
Sco04g05330.1	Solute carrier family 1 (high affinity aspartate glutamate transporter)
Sco04g05330.1	 member 6
Sco06g08140.1	GTPase activity
Sco11g00780.1	Serine threonine-protein kinase
Sco13g08860.1	glucose:sodium symporter activity
Sco07g07770.1	Peptidase M16 inactive domain
Sco14g10870.1	GTPase activity
Sco12g09500.1	Transmembrane proteins 14C
Sco06g02540.1	7 transmembrane receptor (rhodopsin family)
Sco09g02370.1	neurotransmitter:sodium symporter activity
Sco10g01920.1	Transmembrane protein 11
Sco12g15170.1	Scavenger receptor cysteine-rich domain
Sco07g04800.1	Methyltransferase domain
Sco01g03330.1	COMM domain-containing protein 9
Sco04g02400.1	Vitelline membrane outer layer
Sco12g04150.1	Belongs to the peptidase C19 family
Sco08g02980.1	transmembrane transport
Sco12g12120.1	Mitochondrial ribosomal protein L55
Sco15g02390.1	-
Sco11g04020.1	Lytic polysaccharide mono-oxygenase
Sco11g04020.1	 cellulose-degrading
Sco17g03950.1	Oxidoreductase activity
Sco17g03950.1	 acting on single donors with incorporation of molecular oxygen
Sco17g03950.1	 incorporation of two atoms of oxygen
Sco19g04230.1	dCMP deaminase activity
Sco19g13020.1	-
Sco16g10180.1	DDE superfamily endonuclease
Sco05g05940.1	smoothened signaling pathway
Sco02g01130.1	Protein of unknown function (DUF1759)
Sco05g10150.1	transferase activity
Sco05g10150.1	 transferring selenium-containing groups
Sco13g07980.1	NEDD8 transferase activity
Sco07g08430.1	Phosphotyrosine-binding domain
Sco03g09420.1	Lissencephaly type-1-like homology motif
Sco01g01510.1	Opioid growth factor receptor
Sco17g18360.1	TeTratriCopeptide repeat
Sco03g06770.1	monooxygenase activity
Sco17g09830.1	UPF0728 protein C10orf53 homolog
Sco13g13340.1	Tigger transposable
Sco17g16100.1	Belongs to the eukaryotic ribosomal protein eL19 family
Sco11g04880.1	Sperm-tail PG-rich repeat
Sco14g07110.1	spermatid differentiation
Sco01g01240.1	ATP-dependent microtubule motor activity
Sco01g01240.1	 plus-end-directed
Sco17g01100.1	peptidase activity
Sco15g11670.1	metal ion binding
Sco17g06090.1	SREBP signaling pathway
Sco19g11570.1	Arylsulfatase
Sco03g04420.1	barbed-end actin filament uncapping
Sco17g16430.1	calcium ion binding
Sco15g10220.1	nonhomologous end-joining factor
Sco17g03330.1	Baculoviral IAP repeat-containing protein 7
Sco11g01220.1	DDE superfamily endonuclease
Sco06g07430.1	transposition
Sco06g07430.1	 RNA-mediated
Sco15g10690.1	-
Sco17g17880.1	zinc finger binding to DNA consensus sequence [AT]GATA[AG]
Sco02g10160.1	dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1
Sco02g10160.1	3-mannosyltransferase activity
Sco18g07580.1	YqaJ-like viral recombinase domain
Sco16g06730.1	cellular amide catabolic process
Sco05g10030.1	Major facilitator superfamily
Sco17g10480.1	ATPase activity
Sco17g10480.1	 coupled to transmembrane movement of substances
Sco15g03540.1	Uncharacterized ACR
Sco15g03540.1	 YdiU/UPF0061 family
Sco04g09450.1	Sialic acid acetylesterase
Sco13g11640.1	5S rRNA binding
Sco05g00090.1	Ribose 5-phosphate isomerase A (ribose 5-phosphate epimerase)
Sco17g06430.1	protein dimerization activity
Sco18g07980.1	Protein tyrosine phosphatase
Sco18g07980.1	 receptor type
Sco18g07980.1	 K
Sco19g06580.1	Si ch1073-385f13.3
Sco04g01940.1	negative regulation of inclusion body assembly
Sco10g06110.1	nicotinate nucleotide biosynthetic process
Sco15g09710.1	Na+/Pi-cotransporter
Sco13g07470.1	neuromuscular synaptic transmission
Sco13g07010.1	Acyl transferase domain in polyketide synthase (PKS) enzymes.
Sco05g00570.1	neuropeptide Y receptor activity
Sco19g07050.1	Ezrin/radixin/moesin family
Sco16g00600.1	Fibronectin type 3 domain
Sco17g02370.1	Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family
Sco12g03010.1	Tctex-1 family
Sco07g04070.1	-
Sco17g17700.1	EF-hand domain
Sco01g10300.1	homeobox
Sco16g08120.1	Protein of unknown function (DUF563)
Sco16g12740.1	acetylglucosaminyltransferase activity
Sco01g09650.1	Ribosomal protein S17
Sco12g13510.1	Heparan sulfate (glucosamine) 3-O-sulfotransferase 5
Sco09g03930.1	Belongs to the G-protein coupled receptor 1 family
Sco12g03700.1	ATP-dependent 5'-3' DNA/RNA helicase activity
Sco10g03290.1	-
Sco03g08930.1	Aspartate aminotransferase
Sco02g07200.1	zinc ion binding
Sco14g04130.1	Dual specificity protein phosphatase
Sco16g07810.1	Belongs to the peptidase C19 family
Sco13g08880.1	Amino acid permease
Sco15g05620.1	solute carrier family 30 (zinc transporter)
Sco15g05620.1	 member
Sco14g12750.1	ADP-ribosylarginine hydrolase activity
Sco12g15250.1	Ga binding protein beta chain
Sco16g12790.1	protein C3orf20 homolog
Sco06g08210.1	D-serine biosynthetic process
Sco01g03230.1	extracellular ligand-gated ion channel activity
Sco01g06320.1	Leucine Rich repeat
Sco14g16730.1	CRT-like
Sco14g16730.1	 chloroquine-resistance transporter-like
Sco05g04750.1	Thyrotropin-releasing hormone receptor activity. It is involved in the biological process described with G-protein coupled receptor signaling pathway
Sco03g05770.1	Belongs to the peptidase C19 family
Sco05g03960.1	WD domain
Sco05g03960.1	 G-beta repeat
Sco14g09940.1	E3 ubiquitin-protein ligase that plays a key role in DNA damage signaling via 2 distinct roles by mediating the 'Lys-63'- linked ubiquitination of histones H2A and H2AX and promoting the recruitment of DNA repair proteins at double-strand breaks (DSBs) sites
Sco14g09940.1	 and by catalyzing 'Lys-48'-linked ubiquitination to remove target proteins from DNA damage sites. Following DNA DSBs
Sco14g09940.1	 it is recruited to the sites of damage by ATM-phosphorylated MDC1 and catalyzes the 'Lys-63'-linked ubiquitination of histones H2A and H2AX
Sco14g09940.1	 thereby promoting the formation of TP53BP1 and BRCA1 ionizing radiation-induced foci (IRIF). Also controls the recruitment of UIMC1-BRCC3 (RAP80-BRCC36) and PAXIP1 PTIP to DNA damage sites. Also recruited at DNA interstrand cross-links (ICLs) sites and catalyzes 'Lys-63'-linked ubiquitination of histones H2A and H2AX
Sco14g09940.1	 leading to recruitment of FAAP20 and Fanconi anemia (FA) complex
Sco14g09940.1	 followed by interstrand cross-link repair. H2A ubiquitination also mediates the ATM-dependent transcriptional silencing at regions flanking DSBs in cis
Sco14g09940.1	 a mechanism to avoid collision between transcription and repair intermediates. Promotes the formation of 'Lys-63'-linked polyubiquitin chains via interactions with the specific ubiquitin-conjugating UBE2N UBC13 and ubiquitinates non-histone substrates such as PCNA. Substrates that are polyubiquitinated at 'Lys-63' are usually not targeted for degradation. Also catalyzes the formation of 'Lys-48'-linked polyubiquitin chains via interaction with the ubiquitin- conjugating UBE2L6 UBCH8
Sco14g09940.1	 leading to degradation of substrate proteins such as CHEK2
Sco14g09940.1	 JMJD2A KDM4A and KU80 XRCC5 it is still unclear how the preference toward 'Lys-48'- versus 'Lys-63'-linked ubiquitination is regulated but it could be due to RNF8 ability to interact with specific E2 specific ligases. For instance
Sco14g09940.1	 interaction with phosphorylated HERC2 promotes the association between RNF8 and UBE2N UBC13 and favors the specific formation of 'Lys-63'-linked ubiquitin chains. Promotes non-homologous end joining (NHEJ) by promoting the 'Lys-48'-linked ubiquitination and degradation the of KU80 XRCC5. Following DNA damage
Sco14g09940.1	 mediates the ubiquitination and degradation of JMJD2A KDM4A in collaboration with RNF168
Sco14g09940.1	 leading to unmask H4K20me2 mark and promote the recruitment of TP53BP1 at DNA damage sites
Sco06g07530.1	carbonic anhydrase
Sco18g02540.1	DDE superfamily endonuclease
Sco11g01510.1	Kazal-type serine protease inhibitor domain
Sco18g04640.1	Natriuretic peptide receptor
Sco06g10430.1	negative regulation of caveolin-mediated endocytosis
Sco16g11970.1	TraB family
Sco15g05090.1	Phosphodiesterase 11a
Sco14g09330.1	RNA binding
Sco15g03210.1	glycerol-3-phosphate catabolic process
Sco17g14310.1	-
Sco07g03460.1	Ral GEF with PH domain and SH3 binding motif
Sco07g06090.1	Tetratricopeptide repeats
Sco12g01790.1	WD repeat domain 70
Sco03g00950.1	A disintegrin and metalloproteinase with thrombospondin motifs
Sco16g07860.1	Zinc finger
Sco16g07860.1	 FYVE domain containing 20
Sco12g11880.1	telomerase activity
Sco11g07700.1	-
Sco15g10980.1	von Willebrand factor (vWF) type A domain
Sco16g08040.1	mRNA-containing ribonucleoprotein complex export from nucleus
Sco11g09510.1	protein dimerization activity
Sco17g01220.1	Trypsin-like serine protease
Sco03g10980.1	Transmembrane protein 42
Sco02g00050.1	xylosyltransferase activity
Sco19g11460.1	cleavage stimulation factor
Sco05g08470.1	Putative treble-clef
Sco05g08470.1	 zinc-finger
Sco05g08470.1	 Zn-binding
Sco08g03610.1	signal peptide processing
Sco07g07050.1	deoxyhypusine synthase activity
Sco17g13610.1	7SK snRNA binding
Sco18g09370.1	YqaJ-like viral recombinase domain
Sco07g01510.1	lipopolysaccharide binding
Sco06g06740.1	cell redox homeostasis
Sco14g06200.1	activity. It is involved in the biological process described with carbohydrate metabolic process
Sco19g03450.1	DNA-binding transcription factor activity
Sco19g03450.1	 RNA polymerase II-specific
Sco11g12310.1	DDE superfamily endonuclease
Sco08g08800.1	Pantothenate kinase 4
Sco04g03780.1	Major royal jelly protein
Sco14g14580.1	calcium ion binding
Sco02g06900.1	-
Sco19g08110.1	Tctex-1 family
Sco04g00210.1	Ankyrin repeat
Sco17g14090.1	Ubiquitin conjugation factor E4 A
Sco10g03570.1	Thioredoxin
Sco06g04810.1	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1
Sco00g00051.1	deacylase 1
Sco13g13540.1	Tripartite motif-containing
Sco16g13850.1	Ubiquitin specific peptidase 48
Sco11g12210.1	calcium ion binding
Sco01g06490.1	Has bacteriolytic activity against Gram-positive bacteria
Sco06g03270.1	Endonuclease/Exonuclease/phosphatase family
Sco04g04480.1	nucleoside:sodium symporter activity
Sco03g02430.1	BolA-like protein
Sco10g06410.1	Protein of unknown function (DUF1295)
Sco07g08220.1	Phospholipase A2
Sco07g05970.1	1-acyl-sn-glycerol-3-phosphate acyltransferase
Sco13g12050.1	Translation initiation factor eIF-2B subunit epsilon
Sco04g08680.1	serine-type carboxypeptidase activity
Sco12g00340.1	Dioxygenase
Sco11g10010.1	Coiled-coil domain-containing protein 87
Sco01g04380.1	telomerase activity
Sco17g13280.1	hard palate morphogenesis
Sco03g08790.1	protein modification by small protein conjugation
Sco17g19980.1	FKBP-type peptidyl-prolyl cis-trans isomerase
Sco03g11620.1	RAB22A
Sco03g11620.1	 member RAS oncogene family
Sco07g10650.1	Domain of unknown function (DUF5054)
Sco19g01110.1	double-strand/single-strand DNA junction binding
Sco16g11410.1	Ankyrin repeat
Sco11g06070.1	Neuronal acetylcholine receptor subunit
Sco07g02920.1	activity. It is involved in the biological process described with transport
Sco02g02100.1	Potassium channel
Sco15g06210.1	actin polymerization or depolymerization
Sco19g06230.1	solute carrier family 5
Sco03g04960.1	Belongs to the AAA ATPase family
Sco14g03130.1	folate transporter
Sco14g04160.1	homolog subfamily C member
Sco14g07490.1	testosterone 17-beta-dehydrogenase (NADP+) activity
Sco18g08680.1	Lytic polysaccharide mono-oxygenase
Sco18g08680.1	 cellulose-degrading
Sco04g00840.1	thiamine pyrophosphate binding
Sco17g10880.1	neurotransmitter:sodium symporter activity
Sco01g07860.1	Belongs to the sulfatase family
Sco19g08170.1	DNA-directed DNA polymerase activity
Sco15g06050.1	ribosomal small subunit assembly
Sco15g08000.1	Belongs to the mitochondrial carrier (TC 2.A.29) family
Sco13g02580.1	methyltransferase activity
Sco13g08460.1	Protein tyrosine phosphatase
Sco13g08460.1	 receptor type
Sco08g01940.1	ATP-dependent DNA- helicase
Sco11g07140.1	protein transport
Sco03g10030.1	Zinc-finger of C2H2 type
Sco02g02110.1	Pleckstrin homology domain containing
Sco02g02110.1	 family G (with RhoGef domain) member
Sco03g04840.1	ribosomal large subunit biogenesis
Sco17g13760.1	Alpha mannosidase
Sco17g13760.1	 middle domain
Sco06g01030.1	nitric-oxide synthase activity
Sco11g07460.1	ankyrin 3
Sco11g07460.1	 node of Ranvier (ankyrin G)
Sco17g12410.1	metanephros morphogenesis
Sco06g08180.1	serine threonine-protein phosphatase
Sco14g14250.1	subunit of the gamma-secretase complex
Sco14g14250.1	 an endoprotease complex that catalyzes the intramembrane cleavage of integral membrane proteins such as Notch receptors
Sco10g05580.1	-
Sco05g03270.1	Regulatory subunit of the condensin complex
Sco05g03270.1	 a complex required for conversion of interphase chromatin into mitotic-like condense chromosomes
Sco06g08200.1	Belongs to the sodium neurotransmitter symporter (SNF) (TC 2.A.22) family
Sco11g10860.1	Ammonium transporter
Sco12g14620.1	-
Sco09g01940.1	Macin
Sco12g09090.1	exonuclease activity
Sco17g01980.1	Component of the BLOC-1 complex
Sco17g01980.1	 a complex that is required for normal biogenesis of lysosome-related organelles (LRO)
Sco17g01980.1	 such as platelet dense granules and melanosomes. In concert with the AP-3 complex
Sco17g01980.1	 the BLOC-1 complex is required to target membrane protein cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals. The BLOC-1 complex
Sco17g01980.1	 in association with SNARE proteins
Sco17g01980.1	 is also proposed to be involved in neurite extension. May play a role in intracellular vesicle trafficking
Sco17g01980.1	 particularly in the vesicle-docking and fusion process
Sco11g08570.1	Retinal homeobox
Sco05g01290.1	BTB POZ domain-containing protein
Sco16g13030.1	ubiquitin conjugating enzyme activity
Sco18g01540.1	GTP binding. It is involved in the biological process described with protein transport
Sco17g10680.1	Galactosyltransferase activity. It is involved in the biological process described with protein glycosylation
Sco16g10720.1	DNA translocase activity
Sco04g08840.1	-
Sco04g00220.1	RNA-binding motif
Sco04g00220.1	 single-stranded-interacting protein 2
Sco13g00630.1	HCO3- transporter family
Sco08g06030.1	Adenylyl- / guanylyl cyclase
Sco08g06030.1	 catalytic domain
Sco04g04600.1	Serine threonine-protein kinase tousled-like
Sco16g02360.1	cell cycle
Sco03g05870.1	oxidoreductase activity
Sco15g05920.1	Haloacid dehalogenase-like hydrolase
Sco18g00510.1	metallocarboxypeptidase activity. It is involved in the biological process described with proteolysis
Sco07g00850.1	ADP-ribosylglycohydrolase
Sco05g05300.1	protein tyrosine/threonine phosphatase activity
Sco05g07030.1	Si dkey-3h3.3
Sco03g11870.1	vascular endothelial growth factor receptor-2 signaling pathway
Sco04g01070.1	Mannose-6-phosphate receptor
Sco17g11200.1	Rab GTPase activator activity. It is involved in the biological process described with regulation of Rab GTPase activity
Sco13g10190.1	Complement component C1q domain.
Sco17g03300.1	It is involved in the biological process described with proteolysis
Sco14g14550.1	spermatogenesis-associated protein 17
Sco15g03510.1	Xylulokinase homolog (H. influenzae)
Sco07g04260.1	threonine-type endopeptidase activity
Sco02g09860.1	solute carrier family 12 member
Sco08g02390.1	DDE superfamily endonuclease
Sco15g01490.1	Diacylglycerol kinase
Sco15g10330.1	meiotic DNA integrity checkpoint
Sco19g12000.1	posttranslational protein targeting to membrane
Sco19g12000.1	 translocation
Sco12g10510.1	orexin receptor activity
Sco10g02410.1	MreB/Mbl protein
Sco14g03040.1	Belongs to the mitochondrial carrier (TC 2.A.29) family
Sco15g05580.1	peroxisome membrane class-1 targeting sequence binding
Sco17g09230.1	stress fiber assembly
Sco18g00090.1	four-way junction helicase activity
Sco08g06370.1	structural constituent of cytoskeleton
Sco16g06530.1	Fcf2 pre-rRNA processing
Sco02g09840.1	solute carrier family 12 member
Sco14g07520.1	Transferase activity
Sco14g07520.1	 transferring acyl groups other than amino-acyl groups
